-0.496094	-0.496094	0.923515
-0.488281	-0.496094	0.923515
-0.480469	-0.496094	0.923515
-0.472656	-0.496094	0.923515
-0.464844	-0.496094	0.923515
-0.457031	-0.496094	0.923516
-0.449219	-0.496094	0.923516
-0.441406	-0.496094	0.923517
-0.433594	-0.496094	0.923517
-0.425781	-0.496094	0.923518
-0.417969	-0.496094	0.923519
-0.410156	-0.496094	0.92352
-0.402344	-0.496094	0.923521
-0.394531	-0.496094	0.923522
-0.386719	-0.496094	0.923523
-0.378906	-0.496094	0.923525
-0.371094	-0.496094	0.923526
-0.363281	-0.496094	0.923528
-0.355469	-0.496094	0.92353
-0.347656	-0.496094	0.923532
-0.339844	-0.496094	0.923534
-0.332031	-0.496094	0.923536
-0.324219	-0.496094	0.923538
-0.316406	-0.496094	0.92354
-0.308594	-0.496094	0.923542
-0.300781	-0.496094	0.923545
-0.292969	-0.496094	0.923547
-0.285156	-0.496094	0.92355
-0.277344	-0.496094	0.923552
-0.269531	-0.496094	0.923555
-0.261719	-0.496094	0.923558
-0.253906	-0.496094	0.923561
-0.246094	-0.496094	0.923564
-0.238281	-0.496094	0.923567
-0.230469	-0.496094	0.92357
-0.222656	-0.496094	0.923573
-0.214844	-0.496094	0.923575
-0.207031	-0.496094	0.923578
-0.199219	-0.496094	0.923581
-0.191406	-0.496094	0.923584
-0.183594	-0.496094	0.923586
-0.175781	-0.496094	0.923589
-0.167969	-0.496094	0.923591
-0.160156	-0.496094	0.923594
-0.152344	-0.496094	0.923596
-0.144531	-0.496094	0.923598
-0.136719	-0.496094	0.923601
-0.128906	-0.496094	0.923603
-0.121094	-0.496094	0.923605
-0.113281	-0.496094	0.923607
-0.105469	-0.496094	0.923609
-0.0976562	-0.496094	0.923611
-0.0898438	-0.496094	0.923613
-0.0820312	-0.496094	0.923614
-0.0742188	-0.496094	0.923616
-0.0664062	-0.496094	0.923617
-0.0585938	-0.496094	0.923619
-0.0507812	-0.496094	0.92362
-0.0429688	-0.496094	0.923621
-0.0351562	-0.496094	0.923622
-0.0273438	-0.496094	0.923622
-0.0195312	-0.496094	0.923623
-0.0117188	-0.496094	0.923623
-0.00390625	-0.496094	0.923624
0.00390625	-0.496094	0.923624
0.0117188	-0.496094	0.923623
0.0195312	-0.496094	0.923623
0.0273438	-0.496094	0.923622
0.0351562	-0.496094	0.923622
0.0429688	-0.496094	0.923621
0.0507812	-0.496094	0.92362
0.0585938	-0.496094	0.923619
0.0664062	-0.496094	0.923617
0.0742188	-0.496094	0.923616
0.0820312	-0.496094	0.923614
0.0898438	-0.496094	0.923613
0.0976562	-0.496094	0.923611
0.105469	-0.496094	0.923609
0.113281	-0.496094	0.923607
0.121094	-0.496094	0.923605
0.128906	-0.496094	0.923603
0.136719	-0.496094	0.923601
0.144531	-0.496094	0.923598
0.152344	-0.496094	0.923596
0.160156	-0.496094	0.923594
0.167969	-0.496094	0.923591
0.175781	-0.496094	0.923589
0.183594	-0.496094	0.923586
0.191406	-0.496094	0.923584
0.199219	-0.496094	0.923581
0.207031	-0.496094	0.923578
0.214844	-0.496094	0.923575
0.222656	-0.496094	0.923573
0.230469	-0.496094	0.92357
0.238281	-0.496094	0.923567
0.246094	-0.496094	0.923564
0.253906	-0.496094	0.923561
0.261719	-0.496094	0.923558
0.269531	-0.496094	0.923555
0.277344	-0.496094	0.923552
0.285156	-0.496094	0.92355
0.292969	-0.496094	0.923547
0.300781	-0.496094	0.923545
0.308594	-0.496094	0.923542
0.316406	-0.496094	0.92354
0.324219	-0.496094	0.923538
0.332031	-0.496094	0.923536
0.339844	-0.496094	0.923534
0.347656	-0.496094	0.923532
0.355469	-0.496094	0.92353
0.363281	-0.496094	0.923528
0.371094	-0.496094	0.923526
0.378906	-0.496094	0.923525
0.386719	-0.496094	0.923523
0.394531	-0.496094	0.923522
0.402344	-0.496094	0.923521
0.410156	-0.496094	0.92352
0.417969	-0.496094	0.923519
0.425781	-0.496094	0.923518
0.433594	-0.496094	0.923517
0.441406	-0.496094	0.923517
0.449219	-0.496094	0.923516
0.457031	-0.496094	0.923516
0.464844	-0.496094	0.923515
0.472656	-0.496094	0.923515
0.480469	-0.496094	0.923515
0.488281	-0.496094	0.923515
0.496094	-0.496094	0.923515
-0.496094	-0.488281	0.923515
-0.488281	-0.488281	0.923515
-0.480469	-0.488281	0.923515
-0.472656	-0.488281	0.923515
-0.464844	-0.488281	0.923515
-0.457031	-0.488281	0.923516
-0.449219	-0.488281	0.923516
-0.441406	-0.488281	0.923517
-0.433594	-0.488281	0.923517
-0.425781	-0.488281	0.923518
-0.417969	-0.488281	0.923519
-0.410156	-0.488281	0.92352
-0.402344	-0.488281	0.923521
-0.394531	-0.488281	0.923522
-0.386719	-0.488281	0.923523
-0.378906	-0.488281	0.923525
-0.371094	-0.488281	0.923526
-0.363281	-0.488281	0.923528
-0.355469	-0.488281	0.92353
-0.347656	-0.488281	0.923532
-0.339844	-0.488281	0.923534
-0.332031	-0.488281	0.923536
-0.324219	-0.488281	0.923538
-0.316406	-0.488281	0.92354
-0.308594	-0.488281	0.923542
-0.300781	-0.488281	0.923545
-0.292969	-0.488281	0.923547
-0.285156	-0.488281	0.92355
-0.277344	-0.488281	0.923552
-0.269531	-0.488281	0.923555
-0.261719	-0.488281	0.923558
-0.253906	-0.488281	0.923561
-0.246094	-0.488281	0.923564
-0.238281	-0.488281	0.923567
-0.230469	-0.488281	0.92357
-0.222656	-0.488281	0.923573
-0.214844	-0.488281	0.923575
-0.207031	-0.488281	0.923578
-0.199219	-0.488281	0.923581
-0.191406	-0.488281	0.923584
-0.183594	-0.488281	0.923586
-0.175781	-0.488281	0.923589
-0.167969	-0.488281	0.923591
-0.160156	-0.488281	0.923594
-0.152344	-0.488281	0.923596
-0.144531	-0.488281	0.923598
-0.136719	-0.488281	0.923601
-0.128906	-0.488281	0.923603
-0.121094	-0.488281	0.923605
-0.113281	-0.488281	0.923607
-0.105469	-0.488281	0.923609
-0.0976562	-0.488281	0.923611
-0.0898438	-0.488281	0.923613
-0.0820312	-0.488281	0.923614
-0.0742188	-0.488281	0.923616
-0.0664062	-0.488281	0.923617
-0.0585938	-0.488281	0.923619
-0.0507812	-0.488281	0.92362
-0.0429688	-0.488281	0.923621
-0.0351562	-0.488281	0.923622
-0.0273438	-0.488281	0.923622
-0.0195312	-0.488281	0.923623
-0.0117188	-0.488281	0.923623
-0.00390625	-0.488281	0.923624
0.00390625	-0.488281	0.923624
0.0117188	-0.488281	0.923623
0.0195312	-0.488281	0.923623
0.0273438	-0.488281	0.923622
0.0351562	-0.488281	0.923622
0.0429688	-0.488281	0.923621
0.0507812	-0.488281	0.92362
0.0585938	-0.488281	0.923619
0.0664062	-0.488281	0.923617
0.0742188	-0.488281	0.923616
0.0820312	-0.488281	0.923614
0.0898438	-0.488281	0.923613
0.0976562	-0.488281	0.923611
0.105469	-0.488281	0.923609
0.113281	-0.488281	0.923607
0.121094	-0.488281	0.923605
0.128906	-0.488281	0.923603
0.136719	-0.488281	0.923601
0.144531	-0.488281	0.923598
0.152344	-0.488281	0.923596
0.160156	-0.488281	0.923594
0.167969	-0.488281	0.923591
0.175781	-0.488281	0.923589
0.183594	-0.488281	0.923586
0.191406	-0.488281	0.923584
0.199219	-0.488281	0.923581
0.207031	-0.488281	0.923578
0.214844	-0.488281	0.923575
