0.499508	0.000492126	0.532472 0.642161
0.499508	0.00147638	0.532472 0.642161
0.499508	0.00246063	0.532472 0.642161
0.499508	0.00344488	0.532472 0.642161
0.499508	0.00442913	0.532472 0.642161
0.499508	0.00541339	0.532472 0.642161
0.499508	0.00639764	0.532472 0.642161
0.499508	0.00738189	0.532472 0.642161
0.499508	0.00836614	0.532472 0.642161
0.499508	0.00935039	0.532472 0.642161
0.499508	0.0103346	0.532472 0.642161
0.499508	0.0113189	0.532472 0.642161
0.499508	0.0123031	0.532472 0.642161
0.499508	0.0132874	0.532472 0.642161
0.499508	0.0142717	0.532472 0.642161
0.499508	0.0152559	0.532472 0.642161
0.499508	0.0162402	0.532472 0.642161
0.499508	0.0172244	0.532472 0.642161
0.499508	0.0182087	0.532472 0.642161
0.499508	0.0191929	0.532472 0.642161
0.499508	0.0201772	0.532472 0.642161
0.499508	0.0211614	0.532472 0.642161
0.499508	0.0221457	0.532472 0.642161
0.499508	0.0231299	0.532472 0.642161
0.499508	0.0241142	0.532472 0.642161
0.499508	0.0250984	0.532472 0.642161
0.499508	0.0260827	0.532472 0.642161
0.499508	0.0270669	0.532472 0.642161
0.499508	0.0280512	0.532472 0.642161
0.499508	0.0290354	0.532472 0.642161
0.499508	0.0300197	0.532472 0.642161
0.499508	0.0310039	0.532472 0.642161
0.499508	0.0319882	0.532472 0.642161
0.499508	0.0329724	0.532472 0.642161
0.499508	0.0339567	0.532472 0.642161
0.499508	0.0349409	0.532472 0.642161
0.499508	0.0359252	0.532472 0.642161
0.499508	0.0369094	0.532472 0.642161
0.499508	0.0378937	0.532472 0.642161
0.499508	0.038878	0.532472 0.642161
0.499508	0.0398622	0.532472 0.642161
0.499508	0.0408465	0.532472 0.642161
0.499508	0.0418307	0.532472 0.642161
0.499508	0.042815	0.532472 0.642161
0.499508	0.0437992	0.532472 0.642161
0.499508	0.0447835	0.532472 0.642161
0.499508	0.0457677	0.532472 0.642161
0.499508	0.046752	0.532472 0.642161
0.499508	0.0477362	0.532472 0.642161
0.499508	0.0487205	0.532472 0.642161
0.499508	0.0497047	0.532472 0.642161
0.499508	0.050689	0.532472 0.642161
0.499508	0.0516732	0.532472 0.642161
0.499508	0.0526575	0.532472 0.642161
0.499508	0.0536417	0.532472 0.642161
0.499508	0.054626	0.532472 0.642161
0.499508	0.0556102	0.532472 0.642161
0.499508	0.0565945	0.532472 0.642161
0.499508	0.0575787	0.532472 0.642161
0.499508	0.058563	0.532472 0.642161
0.499508	0.0595472	0.532472 0.642161
0.499508	0.0605315	0.532472 0.642161
0.499508	0.0615157	0.532472 0.642161
0.499508	0.0625	0.532472 0.642161
0.499508	0.0634843	0.532472 0.642161
0.499508	0.0644685	0.532472 0.642161
0.499508	0.0654528	0.532472 0.642161
0.499508	0.066437	0.532472 0.642161
0.499508	0.0674213	0.532472 0.642161
0.499508	0.0684055	0.532472 0.642161
0.499508	0.0693898	0.532472 0.642161
0.499508	0.070374	0.532472 0.642161
0.499508	0.0713583	0.532472 0.642161
0.499508	0.0723425	0.532472 0.642161
0.499508	0.0733268	0.532472 0.642161
0.499508	0.074311	0.532472 0.642161
0.499508	0.0752953	0.532472 0.642161
0.499508	0.0762795	0.532472 0.642161
0.499508	0.0772638	0.532472 0.642161
0.499508	0.078248	0.532472 0.642161
0.499508	0.0792323	0.532472 0.642161
0.499508	0.0802165	0.532472 0.642161
0.499508	0.0812008	0.532472 0.642161
0.499508	0.082185	0.532472 0.642161
0.499508	0.0831693	0.532472 0.642161
0.499508	0.0841535	0.532472 0.642161
0.499508	0.0851378	0.532472 0.642161
0.499508	0.086122	0.532472 0.642161
0.499508	0.0871063	0.532472 0.642161
0.499508	0.0880906	0.532472 0.642161
0.499508	0.0890748	0.532472 0.642161
0.499508	0.0900591	0.532472 0.642161
0.499508	0.0910433	0.532472 0.642161
0.499508	0.0920276	0.532472 0.642161
0.499508	0.0930118	0.532472 0.642161
0.499508	0.0939961	0.532472 0.642161
0.499508	0.0949803	0.532472 0.642161
0.499508	0.0959646	0.532472 0.642161
0.499508	0.0969488	0.532472 0.642161
0.499508	0.0979331	0.532472 0.642161
0.499508	0.0989173	0.532472 0.642161
0.499508	0.0999016	0.532472 0.642161
0.499508	0.100886	0.532472 0.642161
0.499508	0.10187	0.532472 0.642161
0.499508	0.102854	0.532473 0.642162
0.499508	0.103839	0.532485 0.64217
0.499508	0.104823	0.532601 0.642255
0.499508	0.105807	0.533737 0.643068
0.499508	0.106791	0.544249 0.650232
0.499508	0.107776	0.629685 0.692928
0.499508	0.10876	0.893602 0.722691
0.499508	0.109744	1.0262 0.706968
0.499508	0.110728	1.05358 0.697895
0.499508	0.111713	1.05829 0.696526
0.499508	0.112697	1.05845 0.696518
0.499508	0.113681	1.05721 0.696817
0.499508	0.114665	1.05565 0.697142
0.499508	0.11565	1.05432 0.697326
0.499508	0.116634	1.05308 0.697484
0.499508	0.117618	1.05183 0.697624
0.499508	0.118602	1.05054 0.697765
0.499508	0.119587	1.04926 0.697877
0.499508	0.120571	1.04801 0.697952
0.499508	0.121555	1.0468 0.697998
0.499508	0.122539	1.04556 0.698003
0.499508	0.123524	1.04431 0.697984
0.499508	0.124508	1.04301 0.697941
0.499508	0.125492	1.04169 0.697859
0.499508	0.126476	1.04037 0.697715
0.499508	0.127461	1.03904 0.697491
0.499508	0.128445	1.03766 0.697163
0.499508	0.129429	1.0362 0.696692
0.499508	0.130413	1.03461 0.696017
0.499508	0.131398	1.03287 0.695058
0.499508	0.132382	1.0309 0.693717
0.499508	0.133366	1.02865 0.691851
0.499508	0.13435	1.02605 0.689285
0.499508	0.135335	1.02301 0.685792
0.499508	0.136319	1.01937 0.681107
0.499508	0.137303	1.01496 0.674908
0.499508	0.138287	1.00957 0.666829
0.499508	0.139272	1.00301 0.656442
0.499508	0.140256	0.99508 0.643283
0.499508	0.14124	0.985583 0.626843
0.499508	0.142224	0.974293 0.606614
0.499508	0.143209	0.961067 0.582063
0.499508	0.144193	0.945672 0.552743
0.499508	0.145177	0.928099 0.518193
0.499508	0.146161	0.908138 0.478147
0.499508	0.147146	0.88616 0.43227
0.499508	0.14813	0.861577 0.380439
0.499508	0.149114	0.835268 0.322268
0.499508	0.150098	0.808218 0.261069
0.499508	0.151083	0.783832 0.201986
0.499508	0.152067	0.763159 0.148083
0.499508	0.153051	0.74541 0.100661
0.499508	0.154035	0.730587 0.0587653
0.499508	0.15502	0.718419 0.0221307
0.499508	0.156004	0.70849 -0.00958307
0.499508	0.156988	0.700059 -0.0368859
0.499508	0.157972	0.692722 -0.0604113
0.499508	0.158957	0.686234 -0.0805516
0.499508	0.159941	0.680472 -0.0976576
0.499508	0.160925	0.675398 -0.112112
0.499508	0.161909	0.670972 -0.124226
0.499508	0.162894	0.66715 -0.134287
0.499508	0.163878	0.663853 -0.142568
0.499508	0.164862	0.661009 -0.149312
0.499508	0.165846	0.658543 -0.154747
0.499508	0.166831	0.656395 -0.159063
0.499508	0.167815	0.654516 -0.162429
0.499508	0.168799	0.652856 -0.16499
0.499508	0.169783	0.651373 -0.166873
0.499508	0.170768	0.650036 -0.168196
0.499508	0.171752	0.648816 -0.169048
0.499508	0.172736	0.647692 -0.169516
0.499508	0.17372	0.646708 -0.169659
0.499508	0.174705	0.645773 -0.169532
0.499508	0.175689	0.644799 -0.169077
0.499508	0.176673	0.643892 -0.168474
0.499508	0.177657	0.643011 -0.167681
0.499508	0.178642	0.642182 -0.16671
0.499508	0.179626	0.641348 -0.165558
0.499508	0.18061	0.640531 -0.164287
0.499508	0.181594	0.639712 -0.162892
0.499508	0.182579	0.638909 -0.161429
0.499508	0.183563	0.638099 -0.159886
0.499508	0.184547	0.637306 -0.158308
0.499508	0.185531	0.636515 -0.156684
0.499508	0.186516	0.635743 -0.155046
0.499508	0.1875	0.634976 -0.153379
0.499508	0.188484	0.634228 -0.151707
0.499508	0.189469	0.633486 -0.150015
0.499508	0.190453	0.63276 -0.14832
0.499508	0.191437	0.632037 -0.14661
0.499508	0.192421	0.631321 -0.144896
0.499508	0.193406	0.630596 -0.143167
0.499508	0.19439	0.629866 -0.141434
0.499508	0.195374	0.629119 -0.139687
0.499508	0.196358	0.628362 -0.137936
0.499508	0.197343	0.627588 -0.136172
0.499508	0.198327	0.626806 -0.134402
0.499508	0.199311	0.626013 -0.132623
0.499508	0.200295	0.625211 -0.130835
0.499508	0.20128	0.624402 -0.12904
0.499508	0.202264	0.623585 -0.127234
0.499508	0.203248	0.622764 -0.12542
0.499508	0.204232	0.621933 -0.123592
0.499508	0.205217	0.621098 -0.121756
0.499508	0.206201	0.620253 -0.119904
0.499508	0.207185	0.619405 -0.118047
0.499508	0.208169	0.618546 -0.116173
0.499508	0.209154	0.617684 -0.114296
0.499508	0.210138	0.61681 -0.112401
0.499508	0.211122	0.615933 -0.110502
0.499508	0.212106	0.615046 -0.108586
0.499508	0.213091	0.614156 -0.106663
0.499508	0.214075	0.613259 -0.104725
0.499508	0.215059	0.612359 -0.102781
0.499508	0.216043	0.611453 -0.100822
0.499508	0.217028	0.610544 -0.098858
0.499508	0.218012	0.609627 -0.0968791
0.499508	0.218996	0.608708 -0.0948947
0.499508	0.21998	0.607778 -0.0928945
0.499508	0.220965	0.606845 -0.0908873
0.499508	0.221949	0.605903 -0.0888641
0.499508	0.222933	0.604959 -0.0868332
0.499508	0.223917	0.60401 -0.0847894
0.499508	0.224902	0.60306 -0.0827367
0.499508	0.225886	0.602106 -0.0806719
0.499508	0.22687	0.601149 -0.0785981
0.499508	0.227854	0.600184 -0.0765096
0.499508	0.228839	0.599216 -0.0744126
0.499508	0.229823	0.598238 -0.0723012
0.499508	0.230807	0.597255 -0.0701813
0.499508	0.231791	0.596267 -0.0680514
0.499508	0.232776	0.595274 -0.0659121
0.499508	0.23376	0.59428 -0.063765
0.499508	0.234744	0.593284 -0.0616089
0.499508	0.235728	0.592286 -0.059444
0.499508	0.236713	0.591286 -0.0572704
0.499508	0.237697	0.590284 -0.0550883
0.499508	0.238681	0.58928 -0.052898
0.499508	0.239665	0.588274 -0.0507009
0.499508	0.24065	0.587267 -0.0484975
0.499508	0.241634	0.586257 -0.0462885
0.499508	0.242618	0.585246 -0.0440742
0.499508	0.243602	0.584234 -0.0418548
0.499508	0.244587	0.583222 -0.0396305
0.499508	0.245571	0.582212 -0.037402
0.499508	0.246555	0.581204 -0.0351698
0.499508	0.247539	0.580198 -0.0329346
0.499508	0.248524	0.579195 -0.0306972
0.499508	0.249508	0.578195 -0.0284589
0.499508	0.250492	0.577198 -0.0262207
0.499508	0.251476	0.576203 -0.0239834
0.499508	0.252461	0.575211 -0.0217487
0.499508	0.253445	0.574223 -0.0195153
0.499508	0.254429	0.573238 -0.0172862
0.499508	0.255413	0.572259 -0.0150586
0.499508	0.256398	0.571284 -0.0128359
0.499508	0.257382	0.570317 -0.0106164
0.499508	0.258366	0.569357 -0.00840223
0.499508	0.25935	0.568404 -0.00619561
0.499508	0.260335	0.56746 -0.00399448
0.499508	0.261319	0.566525 -0.00180351
0.499508	0.262303	0.565599 0.000375777
0.499508	0.263287	0.564684 0.00254026
0.499508	0.264272	0.563779 0.00468908
0.499508	0.265256	0.562887 0.00682214
0.499508	0.26624	0.562008 0.00893806
0.499508	0.267224	0.561142 0.0110362
0.499508	0.268209	0.560293 0.013117
0.499508	0.269193	0.559459 0.0151777
0.499508	0.270177	0.558642 0.0172185
0.499508	0.271161	0.557843 0.0192382
0.499508	0.272146	0.557059 0.0212308
0.499508	0.27313	0.556295 0.0232011
0.499508	0.274114	0.555547 0.0251392
0.499508	0.275098	0.554819 0.0270487
0.499508	0.276083	0.55411 0.0289265
0.499508	0.277067	0.553423 0.0307712
0.499508	0.278051	0.552757 0.0325807
0.499508	0.279035	0.552119 0.0343605
0.499508	0.28002	0.551503 0.0360995
0.499508	0.281004	0.550915 0.0378041
0.499508	0.281988	0.550356 0.0394718
0.499508	0.282972	0.549822 0.0410956
0.499508	0.283957	0.549314 0.0426765
0.499508	0.284941	0.548838 0.0442188
0.499508	0.285925	0.548387 0.0457106
0.499508	0.286909	0.547957 0.0471474
0.499508	0.287894	0.547574 0.04856
0.499508	0.288878	0.5472 0.0498975
0.499508	0.289862	0.546863 0.051194
0.499508	0.290846	0.546576 0.0524654
0.499508	0.291831	0.546286 0.0536424
0.499508	0.292815	0.546054 0.0548026
0.499508	0.293799	0.545853 0.0559083
0.499508	0.294783	0.545666 0.0569329
0.499508	0.295768	0.545534 0.0579336
0.499508	0.296752	0.545408 0.0588633
0.499508	0.297736	0.5453 0.059736
0.499508	0.29872	0.545247 0.0605606
0.499508	0.299705	0.54524 0.0613164
0.499508	0.300689	0.545262 0.06201
0.499508	0.301673	0.545311 0.0626434
0.499508	0.302657	0.54539 0.0632174
0.499508	0.303642	0.545503 0.0637318
0.499508	0.304626	0.545651 0.0641855
0.499508	0.30561	0.545834 0.064577
0.499508	0.306594	0.54605 0.0649045
0.499508	0.307579	0.546298 0.0651668
0.499508	0.308563	0.546577 0.0653636
0.499508	0.309547	0.546885 0.0654953
0.499508	0.310531	0.547219 0.0655645
0.499508	0.311516	0.547562 0.065581
0.499508	0.3125	0.547939 0.0655322
0.499508	0.313484	0.548382 0.0653842
0.499508	0.314469	0.548847 0.0651795
0.499508	0.315453	0.549317 0.0649343
0.499508	0.316437	0.549836 0.0646024
0.499508	0.317421	0.5504 0.0641844
0.499508	0.318406	0.550972 0.0637192
0.499508	0.31939	0.551562 0.0631954
0.499508	0.320374	0.552193 0.062587
0.499508	0.321358	0.552849 0.0619076
0.499508	0.322343	0.553524 0.0611644
0.499508	0.323327	0.554231 0.0603416
0.499508	0.324311	0.554964 0.0594427
0.499508	0.325295	0.555709 0.0584827
0.499508	0.32628	0.556474 0.0574509
0.499508	0.327264	0.557279 0.0563323
0.499508	0.328248	0.558093 0.0551501
0.499508	0.329232	0.558927 0.0538957
0.499508	0.330217	0.559792 0.052555
0.499508	0.331201	0.560671 0.0511442
0.499508	0.332185	0.561558 0.0496709
0.499508	0.333169	0.562458 0.0481253
0.499508	0.334154	0.563374 0.0465049
0.499508	0.335138	0.564301 0.0448108
0.499508	0.336122	0.565243 0.0430377
0.499508	0.337106	0.566201 0.0411813
0.499508	0.338091	0.567174 0.0392438
0.499508	0.339075	0.568157 0.0372276
0.499508	0.340059	0.569148 0.0351343
0.499508	0.341043	0.570144 0.0329677
0.499508	0.342028	0.571142 0.0307301
0.499508	0.343012	0.572143 0.0284186
0.499508	0.343996	0.573152 0.0260287
0.499508	0.34498	0.574167 0.0235608
0.499508	0.345965	0.575188 0.0210147
0.499508	0.346949	0.576213 0.0183912
0.499508	0.347933	0.577238 0.0156945
0.499508	0.348917	0.578257 0.0129278
0.499508	0.349902	0.579263 0.0100952
0.499508	0.350886	0.580258 0.00719924
0.499508	0.35187	0.581249 0.00423544
0.499508	0.352854	0.582234 0.00120243
0.499508	0.353839	0.583198 -0.00189498
0.499508	0.354823	0.584156 -0.00505841
0.499508	0.355807	0.585119 -0.00829137
0.499508	0.356791	0.586082 -0.0115934
0.499508	0.357776	0.587049 -0.01496
0.499508	0.35876	0.588024 -0.0183831
0.499508	0.359744	0.589006 -0.0218565
0.499508	0.360728	0.589999 -0.0253821
0.499508	0.361713	0.591005 -0.0289576
0.499508	0.362697	0.592026 -0.0325813
0.499508	0.363681	0.593055 -0.0362491
0.499508	0.364665	0.594098 -0.0399575
0.499508	0.36565	0.595156 -0.0437046
0.499508	0.366634	0.596226 -0.0474894
0.499508	0.367618	0.5973 -0.0513088
0.499508	0.368602	0.598378 -0.0551581
0.499508	0.369587	0.599458 -0.0590341
0.499508	0.370571	0.600538 -0.0629349
0.499508	0.371555	0.601612 -0.0668594
0.499508	0.372539	0.602679 -0.0708042
0.499508	0.373524	0.603737 -0.0747651
0.499508	0.374508	0.604784 -0.0787388
0.499508	0.375492	0.605817 -0.0827228
0.499508	0.376476	0.606835 -0.0867136
0.499508	0.377461	0.607837 -0.0907074
0.499508	0.378445	0.608818 -0.0946971
0.499508	0.379429	0.609776 -0.0986795
0.499508	0.380413	0.610717 -0.102641
0.499508	0.381398	0.611633 -0.106579
0.499508	0.382382	0.61253 -0.110486
0.499508	0.383366	0.613401 -0.114381
0.499508	0.38435	0.614251 -0.118268
0.499508	0.385335	0.615079 -0.12214
0.499508	0.386319	0.615868 -0.126001
0.499508	0.387303	0.616646 -0.129817
0.499508	0.388287	0.617388 -0.133621
0.499508	0.389272	0.618111 -0.137394
0.499508	0.390256	0.618815 -0.141136
0.499508	0.39124	0.619481 -0.144862
0.499508	0.392224	0.620141 -0.148525
0.499508	0.393209	0.620764 -0.152148
0.499508	0.394193	0.621363 -0.155712
0.499508	0.395177	0.621952 -0.15921
0.499508	0.396161	0.622499 -0.16269
0.499508	0.397146	0.623053 -0.16611
0.499508	0.39813	0.623586 -0.169487
0.499508	0.399114	0.624074 -0.172828
0.499508	0.400098	0.624575 -0.176077
0.499508	0.401083	0.625048 -0.179277
0.499508	0.402067	0.625477 -0.182433
0.499508	0.403051	0.625925 -0.185498
0.499508	0.404035	0.626345 -0.18852
0.499508	0.40502	0.626742 -0.191485
0.499508	0.406004	0.627149 -0.194359
0.499508	0.406988	0.627521 -0.197185
0.499508	0.407972	0.627882 -0.199935
0.499508	0.408957	0.628244 -0.202599
0.499508	0.409941	0.628591 -0.205197
0.499508	0.410925	0.628936 -0.207725
0.499508	0.411909	0.629287 -0.210184
0.499508	0.412894	0.629647 -0.21258
0.499508	0.413878	0.630019 -0.214916
0.499508	0.414862	0.630406 -0.21719
0.499508	0.415846	0.630808 -0.2194
0.499508	0.416831	0.631227 -0.22154
0.499508	0.417815	0.631667 -0.223609
0.499508	0.418799	0.632134 -0.225607
0.499508	0.419783	0.632634 -0.227533
0.499508	0.420768	0.633184 -0.229386
0.499508	0.421752	0.633802 -0.231183
0.499508	0.422736	0.634487 -0.232978
0.499508	0.42372	0.635279 -0.234861
0.499508	0.424705	0.636205 -0.2369
0.499508	0.425689	0.637243 -0.239059
0.499508	0.426673	0.638429 -0.241366
0.499508	0.427657	0.639825 -0.243861
0.499508	0.428642	0.641422 -0.246518
0.499508	0.429626	0.643286 -0.249455
0.499508	0.43061	0.64547 -0.252794
0.499508	0.431594	0.647922 -0.256488
0.499508	0.432579	0.650649 -0.260628
0.499508	0.433563	0.653786 -0.265526
0.499508	0.434547	0.657497 -0.271583
0.499508	0.435531	0.661782 -0.278952
0.499508	0.436516	0.666545 -0.287614
0.499508	0.4375	0.671218 -0.297618
0.499508	0.438484	0.675259 -0.308748
0.499508	0.439469	0.679365 -0.321898
0.499508	0.440453	0.68422 -0.338493
0.499508	0.441437	0.68837 -0.356608
0.499508	0.442421	0.691599 -0.375662
0.499508	0.443406	0.69595 -0.398159
0.499508	0.44439	0.701615 -0.424529
0.499508	0.445374	0.707417 -0.45224
0.499508	0.446358	0.714033 -0.482051
0.499508	0.447343	0.723019 -0.516453
0.499508	0.448327	0.733889 -0.554113
0.499508	0.449311	0.746282 -0.59387
0.499508	0.450295	0.761691 -0.638259
0.499508	0.45128	0.780309 -0.686997
0.499508	0.452264	0.800298 -0.734851
0.499508	0.453248	0.820059 -0.779026
0.499508	0.454232	0.838327 -0.819623
0.499508	0.455217	0.855027 -0.856574
0.499508	0.456201	0.870114 -0.889886
0.499508	0.457185	0.883598 -0.919646
0.499508	0.458169	0.895509 -0.946013
0.499508	0.459154	0.905924 -0.969185
0.499508	0.460138	0.91492 -0.989388
0.499508	0.461122	0.9226 -1.00687
0.499508	0.462106	0.92907 -1.02192
0.499508	0.463091	0.934465 -1.03479
0.499508	0.464075	0.938913 -1.04575
0.499508	0.465059	0.94254 -1.05509
0.499508	0.466043	0.945479 -1.06302
0.499508	0.467028	0.947857 -1.06976
0.499508	0.468012	0.949774 -1.07548
0.499508	0.468996	0.951323 -1.08034
0.499508	0.46998	0.952581 -1.08446
0.499508	0.470965	0.953632 -1.08797
0.499508	0.471949	0.95456 -1.09098
0.499508	0.472933	0.955464 -1.09362
0.499508	0.473917	0.956392 -1.096
0.499508	0.474902	0.957368 -1.09819
0.499508	0.475886	0.958401 -1.10021
0.499508	0.47687	0.959611 -1.10209
0.499508	0.477854	0.961195 -1.10388
0.499508	0.478839	0.963154 -1.10556
0.499508	0.479823	0.965413 -1.10713
0.499508	0.480807	0.967942 -1.10853
0.499508	0.481791	0.970702 -1.10979
0.499508	0.482776	0.973631 -1.11089
0.499508	0.48376	0.976723 -1.11188
0.499508	0.484744	0.979936 -1.1128
0.499508	0.485728	0.983333 -1.11366
0.499508	0.486713	0.987013 -1.11451
0.499508	0.487697	0.99113 -1.1154
0.499508	0.488681	0.995718 -1.11638
0.499508	0.489665	1.00051 -1.11746
0.499508	0.49065	1.00497 -1.11839
0.499508	0.491634	1.00899 -1.11917
0.499508	0.492618	1.01237 -1.11977
0.499508	0.493602	1.01482 -1.12016
0.499508	0.494587	1.01648 -1.12032
0.499508	0.495571	1.01715 -1.12019
0.499508	0.496555	1.01739 -1.12009
0.499508	0.497539	1.01726 -1.11978
0.499508	0.498524	1.01612 -1.11945
0.499508	0.499508	1.01183 -1.11788
0.499508	0.500492	1.00255 -1.11461
0.499508	0.501476	0.987176 -1.10908
0.499508	0.502461	0.973393 -1.10403
0.499508	0.503445	0.963098 -1.10034
0.499508	0.504429	0.955457 -1.09768
0.499508	0.505413	0.94965 -1.09574
0.499508	0.506398	0.945091 -1.09428
0.499508	0.507382	0.941428 -1.09316
